tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000444207	ENSG00000100225	31.241045	24.33767	34.248357	23.668893	15.029862	27.239652
ENST00000465418	ENSG00000100225	0	0	0	26.133951	0	0
ENST00000484607	ENSG00000100225	142.746631	58.284617	43.666105	44.57441	0	0
ENST00000358763	ENSG00000185666	191.476293	238.067003	182.465142	6.973072	10.906622	8.668001
ENST00000483062	ENSG00000185666	0	31.875937	0	0	0	0
ENST00000467095	ENSG00000185666	0	0	0	0	0	0
ENST00000332840	ENSG00000185666	0	0	0	0	0	0
ENST00000461446	ENSG00000185666	0	0	0	0	11.891938	0
ENST00000459990	ENSG00000185666	0	0	0	0	0	0
ENST00000468922	ENSG00000185666	0	0	0	0	0	0
ENST00000619146	ENSG00000185666	0	0	0	0	0	0
ENST00000428201	ENSG00000236054	0	0	0	0	22.534006	18.531354
ENST00000462268	ENSG00000185666	0	0	0	0	0	0
ENST00000516081	ENSG00000251890	0	0	0	0	0	0
ENST00000444982	ENSG00000229673	0	0	0	0	0	0
ENST00000266085	ENSG00000100234	399.93314	441.063299	457.808941	764.532298	696.6492	707.860925
ENST00000467824	ENSG00000185666	53.831789	65.871302	0	0	0	0
ENST00000472027	ENSG00000185666	0	0	0	10.440923	0	0
ENST00000441821	ENSG00000185666	0	40.711781	36.947787	0	0	24.796449
ENST00000412575	ENSG00000185666	0	0	130.259835	30.972022	0	0
ENST00000446798	ENSG00000228194	0	0	0	0	0	0
ENST00000447396	ENSG00000228622	0	0	0	0	0	0
ENST00000452505	ENSG00000231253	0	0	0	0	0	0
ENST00000421145	ENSG00000233632	0	0	0	0	0	0
ENST00000608642	ENSG00000133424	5.969365	3.312355	5.511896	5.406493	5.124948	2.213205
ENST00000434741	ENSG00000232073	0	0	0	0	0	0
ENST00000610186	ENSG00000133424	0	0	0	0	0	0
ENST00000421232	ENSG00000133424	0	0	0	0	0	0
ENST00000609799	ENSG00000133424	0	0	0	0	0	0
ENST00000354992	ENSG00000133424	14.548762	47.173591	70.192651	0	16.833632	0
ENST00000397394	ENSG00000133424	368.804204	334.378455	332.617878	73.881927	48.828018	96.820916
ENST00000402320	ENSG00000133424	0	0	0	0	0	0
ENST00000453924	ENSG00000230741	0	0	0	0	0	0
ENST00000421768	ENSG00000133424	0	0	0	0	0	0
ENST00000580680	ENSG00000266012	0	0	0	0	0	0
ENST00000476315	ENSG00000133424	0	0	0	12.649819	0	0
ENST00000430220	ENSG00000133424	0	0	0	0	0	0
ENST00000413114	ENSG00000133424	0	0	0	0	0	0
ENST00000462606	ENSG00000133424	0	0	0	0	0	0
ENST00000494763	ENSG00000133424	0	0	52.709233	0	0	0
ENST00000434071	ENSG00000133424	0	0	0	0	0	0
ENST00000432776	ENSG00000133424	0	0	0	18.350137	28.988732	37.209039
ENST00000423375	ENSG00000133424	0	0	0	0	0	0
ENST00000517198	ENSG00000253007	0	0	0	322.666861	0	0
ENST00000630737	ENSG00000281295	0	0	0	0	0	0
ENST00000445391	ENSG00000232081	0	0	0	0	0	0
ENST00000453336	ENSG00000224973	0	0	0	0	0	0
ENST00000424291	ENSG00000224973	0	0	0	0	7.210007	0
ENST00000438159	ENSG00000224973	0	0	0	0	0	0
ENST00000448275	ENSG00000224973	0	0	0	0	0	0
ENST00000450974	ENSG00000224973	0	0	0	0	0	0
ENST00000445892	ENSG00000224973	0	0	0	0	0	0
ENST00000416275	ENSG00000224973	0	0	0	0	0	0
ENST00000610170	ENSG00000273082	0	0	0	0	0	0
ENST00000412218	ENSG00000236052	0	0	0	0	0	0
ENST00000450365	ENSG00000224404	0	0	49.95689	0	0	0
ENST00000457251	ENSG00000235485	0	0	0	0	0	0
ENST00000624442	ENSG00000280356	0	0	0	0.81991	1.22626	1.013496
ENST00000423712	ENSG00000234891	0	12.967378	0	0	0	0
ENST00000440858	ENSG00000237316	0	0	0	0	0	0
ENST00000427881	ENSG00000227895	0	0	0	0	0	0
ENST00000404699	ENSG00000175329	0	0	0	0	0	1.821909
ENST00000308700	ENSG00000175329	0	0	0	1.344778	6.018502	0
ENST00000423311	ENSG00000233080	0	0	0	18.503435	27.024631	11.134675
ENST00000610215	ENSG00000273068	0	0	0	0	0	0
ENST00000623959	ENSG00000279184	0	0	0	0.079877	0.956569	0
ENST00000414048	ENSG00000238153	0	0	0	0	0	0
ENST00000458450	ENSG00000243453	0	0	0	56.149709	0	62.550227
ENST00000459160	ENSG00000238584	0	0	0	0	0	0
ENST00000420166	ENSG00000100281	0	68.05665	0	42.627104	0	0
ENST00000418170	ENSG00000100281	0	0	0	69.983414	0	44.216209
ENST00000466438	ENSG00000100281	0	0	0	43.892717	47.861063	0
ENST00000455359	ENSG00000100281	0	0	0	0	57.231108	49.269846
ENST00000216106	ENSG00000100281	66.756242	64.965814	97.162728	30.811232	120.39502	65.364958
ENST00000498325	ENSG00000100281	21.149589	0	0	13.461133	56.337763	0
ENST00000464480	ENSG00000100281	0	0	0	0	0	0
ENST00000498212	ENSG00000100281	0	0	22.439904	0	13.532378	10.214105
ENST00000609073	ENSG00000273176	0	0	40.616564	0	0	0
ENST00000608749	ENSG00000100284	0	0	0	0	0	0
ENST00000447733	ENSG00000100284	0	0	0	0	145.174631	0
ENST00000608674	ENSG00000100284	0	0	0	0	0	0
ENST00000456128	ENSG00000100284	0	0	0	0	0	22.975089
ENST00000411850	ENSG00000100284	0	33.561726	0	0	0	0
ENST00000425375	ENSG00000100284	0	0	0	0	0	0
ENST00000449058	ENSG00000100284	348.623504	337.63648	354.369618	130.525403	0	88.035699
ENST00000404284	ENSG00000100284	0	0	0	0	0	0
ENST00000465529	ENSG00000100284	0	0	0	0	0	0
ENST00000382034	ENSG00000100284	0	0	0	20.964724	0	0
ENST00000487670	ENSG00000100284	0	0	0	9.010385	0	0
ENST00000439512	ENSG00000100284	0	33.690114	0	0	0	0
ENST00000424387	ENSG00000100284	0	0	0	0	0	54.334793
ENST00000395736	ENSG00000100284	42.283618	0	0	0	0	0
ENST00000449508	ENSG00000100284	0	0	0	0	0	0
ENST00000443206	ENSG00000100284	0	0	0	0	0	0
ENST00000497448	ENSG00000100284	0	0	34.35234	0	0	0
ENST00000491987	ENSG00000100284	0	0	0	8.173504	15.778095	0
ENST00000579518	ENSG00000266320	0	0	0	0	0	0
ENST00000620069	ENSG00000274280	0	0	0	0	0	0
ENST00000492723	ENSG00000100284	24.724391	9.993054	4.771656	0	0	3.009244
ENST00000632196	ENSG00000282602	0	0	0	16.22529	0	0
ENST00000631502	ENSG00000282041	0	0	0	0	0	0
ENST00000412893	ENSG00000100292	0	0	0	0	0	0
ENST00000216117	ENSG00000100292	65.054848	84.527686	63.046251	212.716195	199.112848	245.806395
ENST00000481190	ENSG00000100292	0	0	0	0	0	0
ENST00000494998	ENSG00000100292	38.646161	0	0	0	0	50.454445
ENST00000216122	ENSG00000100297	13.158397	48.483445	38.077825	214.969581	228.299503	188.056105
ENST00000451351	ENSG00000100297	0	0	0	0	0	0
ENST00000382011	ENSG00000100297	51.048866	0	65.257848	357.919132	252.991388	468.925283
ENST00000417343	ENSG00000100297	0	0	0	23.001679	33.395151	41.248097
ENST00000416905	ENSG00000100297	0	0	0	234.012982	0	180.003061
ENST00000444778	ENSG00000100297	105.881479	39.793408	0	310.396888	0	0
ENST00000464908	ENSG00000100297	0	0	0	0	0	0
ENST00000493076	ENSG00000100297	8.483261	10.550611	4.789264	80.747463	89.269006	84.338138
ENST00000493569	ENSG00000100297	0	0	0	0	0	0
ENST00000465557	ENSG00000100297	0	0	0	143.862525	0	81.904705
ENST00000417397	ENSG00000233388	0	0	0	8.36844	0	10.269468
ENST00000610000	ENSG00000273044	0	0	0	0	0	0
ENST00000216127	ENSG00000100302	151.293827	184.273288	152.509965	17.330537	23.866026	24.648468
ENST00000401702	ENSG00000198125	0	0	0	45.036111	0	0
ENST00000397326	ENSG00000198125	0	0	0	0	0	0
ENST00000397328	ENSG00000198125	0	0	0	0	0	32.116925
ENST00000359787	ENSG00000198125	0	0	0	0	38.713252	0
ENST00000406324	ENSG00000198125	0	0	0	0	15.681993	0
ENST00000443033	ENSG00000198125	0	0	0	0	0	0
ENST00000442617	ENSG00000198125	0	20.670304	0	0	0	0
ENST00000451685	ENSG00000198125	0	0	0	0	0	0
ENST00000447607	ENSG00000198125	0	0	0	0	0	0
ENST00000419229	ENSG00000198125	0	0	0	0	0	44.414416
ENST00000472240	ENSG00000268818	0	0	0	0	0	0
ENST00000409652	ENSG00000221963	59.682192	42.106141	48.795689	142.082621	121.790629	133.854164
ENST00000417782	ENSG00000228587	0	0	0	0	0	0
ENST00000415961	ENSG00000226336	0	0	0	0	0	0
ENST00000249044	ENSG00000128313	0	0	0	0	0	0
ENST00000405409	ENSG00000100320	710.468439	679.313327	723.59861	256.727344	289.029061	263.44964
ENST00000414461	ENSG00000100320	0	0	133.996957	0	0	0
ENST00000449924	ENSG00000100320	0	37.10897	0	0	0	0
ENST00000262829	ENSG00000100320	0	0	0	0	0	0
ENST00000397303	ENSG00000100320	0	0	0	0	0	0
ENST00000359369	ENSG00000100320	0	166.243989	46.686366	39.366206	0	12.561
ENST00000463509	ENSG00000100320	94.293562	97.305368	100.886789	22.530687	24.186355	22.267664
ENST00000416721	ENSG00000100320	139.52638	0	163.188238	134.38912	0	148.279867
ENST00000495377	ENSG00000100320	0	0	0	0	0	0
ENST00000438146	ENSG00000100320	124.16531	157.020989	69.695671	78.884281	104.015526	64.760613
ENST00000473487	ENSG00000100320	0	0	0	0	170.707676	0
ENST00000408983	ENSG00000100320	320.264837	191.172823	278.172019	0	0	0
ENST00000491982	ENSG00000100320	226.252551	175.808511	123.443692	84.856348	0	30.660005
ENST00000397305	ENSG00000100320	0	0	0	11.833751	0	0
ENST00000436210	ENSG00000237406	29.385681	24.113518	0	18.082383	20.059398	16.555467
ENST00000625157	ENSG00000279652	0	0	0	0.540409	0.807951	0
ENST00000623420	ENSG00000279927	0	0	0	0	0	0
ENST00000624264	ENSG00000279217	0	0	0	0	1.342603	0
ENST00000623490	ENSG00000279714	0	0	0	0	0	0
ENST00000624395	ENSG00000279805	5.391049	4.430532	9.912949	2.476564	0	0
ENST00000349314	ENSG00000128284	29.085247	0	38.563141	0	0	0
ENST00000432700	ENSG00000128284	0	0	0	36.883211	0	0
ENST00000422426	ENSG00000128284	0	0	0	0	0	0
ENST00000397289	ENSG00000128284	0	0	0	0	0	0
ENST00000397293	ENSG00000128284	0	7.591095	0	0	67.680955	39.091403
ENST00000361710	ENSG00000128284	0	0	0	0	2.942583	0
ENST00000397287	ENSG00000128284	0	0	0	0	0	0
ENST00000424878	ENSG00000128284	0	0	0	35.158555	0	0
ENST00000487355	ENSG00000128284	0	0	0	0	0	0
ENST00000487423	ENSG00000128284	0	0	28.916155	0	0	0
ENST00000426939	ENSG00000128284	0	0	0	0	0	0
ENST00000534251	ENSG00000128284	0	0	0	0	0	0
ENST00000531195	ENSG00000128284	0	0	0	11.143603	0	0
ENST00000487783	ENSG00000128284	0	0	0	0	0	0
ENST00000525184	ENSG00000128284	0	0	0	0	0	0
ENST00000485453	ENSG00000128284	0	0	0	0	0	34.652314
ENST00000530895	ENSG00000128284	0	0	0	0	0	0
ENST00000472303	ENSG00000128284	0	0	0	0	0	0
ENST00000531095	ENSG00000128284	0	0	0	35.969189	0	0
ENST00000528740	ENSG00000128284	0	0	0	0	0	0
ENST00000533061	ENSG00000128284	0	0	0	12.115811	17.561664	0
ENST00000425366	ENSG00000233764	0	0	0	0	0	0
ENST00000437339	ENSG00000231576	0	0	0	0	0	0
ENST00000414147	ENSG00000237948	0	0	0	0	16.48407	0
ENST00000454926	ENSG00000225557	0	0	0	0	0	0
ENST00000439552	ENSG00000237129	0	0	0	0	0	0
ENST00000426108	ENSG00000229088	0	0	0	0	9.751142	0
ENST00000613247	ENSG00000100336	31.740744	0	20.431929	10.183236	8.678308	5.377468
ENST00000352371	ENSG00000100336	0	0	0	0	0	0
ENST00000616056	ENSG00000100336	0	0	0	0	0	0
ENST00000332987	ENSG00000100336	0	23.437361	0	0	0	0
ENST00000449084	ENSG00000100336	0	0	0	0	0	0
ENST00000493203	ENSG00000100336	0	0	0	19.869863	0	0
ENST00000457630	ENSG00000100336	0	0	0	0	0	0
ENST00000419360	ENSG00000100336	0	0	0	0	0	0
ENST00000397275	ENSG00000100336	0	0	0	0	0	0
ENST00000328429	ENSG00000100336	0	0	0	0	0	0
ENST00000436763	ENSG00000100336	0	0	0	0	0	0
ENST00000480236	ENSG00000100336	0	0	0	0	0	0
ENST00000358502	ENSG00000128335	288.358382	395.336337	314.680597	179.501432	252.431216	169.147471
ENST00000249066	ENSG00000128335	0	0	31.639772	0	0	0
ENST00000451256	ENSG00000128335	171.896502	0	154.811335	66.929841	0	74.066314
ENST00000529194	ENSG00000128335	53.120921	205.195857	0	0	26.282876	0
ENST00000454728	ENSG00000128335	0	0	46.348997	0	0	0
ENST00000476579	ENSG00000128335	0	64.102079	42.178927	86.031158	0	0
ENST00000489186	ENSG00000128335	0	0	0	0	0	0
ENST00000473549	ENSG00000128335	0	67.947131	0	0	94.783754	0
ENST00000484830	ENSG00000128335	53.224325	0	0	0	0	89.418487
ENST00000397278	ENSG00000100342	0	11.122721	18.941654	93.635213	120.025321	66.90229
ENST00000422706	ENSG00000100342	0	0	0	0	12.989216	0
ENST00000426053	ENSG00000100342	8.922765	0	0	0	0	0
ENST00000319136	ENSG00000100342	0	0	0	0	9.906104	0
ENST00000422471	ENSG00000100342	0	0	0	0	0	0
ENST00000475519	ENSG00000100342	0	0	0	0	0	0
ENST00000438034	ENSG00000100342	0	0	0	0	0	0
ENST00000439680	ENSG00000100342	0	0	0	0	0	0
ENST00000427990	ENSG00000100342	31.442131	0	0	0	0	0
ENST00000397279	ENSG00000100342	0	28.160506	0	63.911893	0	135.596798
ENST00000433768	ENSG00000100342	0	0	0	0	0	0
ENST00000431184	ENSG00000100342	0	0	0	0	0	0
ENST00000216181	ENSG00000100345	531.251228	501.143527	538.193889	1509.372867	1351.657364	1475.816812
ENST00000475726	ENSG00000100345	0	0	0	0	0	0
ENST00000486218	ENSG00000100345	0	0	0	0	0	0
ENST00000622122	ENSG00000278420	0	0	0	0	0	0
ENST00000459960	ENSG00000100345	25.10423	0	0	56.441815	16.19466	0
ENST00000495928	ENSG00000100345	91.137407	0	0	0	0	0
ENST00000473022	ENSG00000100345	0	33.677915	0	19.805908	57.163959	0
ENST00000477189	ENSG00000100345	0	29.076747	0	40.5587	25.859505	53.606468
ENST00000472210	ENSG00000100345	0	0	0	60.780379	0	177.399151
ENST00000463027	ENSG00000100345	0	0	0	0	0	0
ENST00000401701	ENSG00000100345	0	0	0	0	0	0
ENST00000456729	ENSG00000100345	0	0	0	0	0	0
ENST00000424761	ENSG00000223695	0	0	0	0	0	0
ENST00000413110	ENSG00000237668	0	0	0	0	0	0
ENST00000516416	ENSG00000252225	0	0	0	0	0	0
ENST00000442579	ENSG00000228719	0	0	129.534436	0	0	0
ENST00000216185	ENSG00000100348	34.464118	65.099287	95.778425	155.496893	31.0156	8.05905
ENST00000416967	ENSG00000100348	137.786778	187.694399	122.989759	49.806145	174.418044	142.165914
ENST00000487725	ENSG00000100348	0	0	0	0	0	0
ENST00000403313	ENSG00000100348	0	0	0	24.78953	38.801992	0
ENST00000411915	ENSG00000100348	120.957914	0	0	0	0	0
ENST00000397224	ENSG00000100350	135.63921	131.145232	104.577529	133.642071	75.771107	82.076683
ENST00000216187	ENSG00000100350	0	0	48.625896	0	71.316421	0
ENST00000366463	ENSG00000100350	0	0	0	55.745149	0	47.318201
ENST00000397223	ENSG00000100350	0	53.615417	85.089749	49.907937	0	47.662758
ENST00000423980	ENSG00000100350	47.823669	58.57795	116.550363	27.058063	48.827869	46.625436
ENST00000216190	ENSG00000100353	446.933082	262.583378	202.382745	596.101722	727.921833	680.199198
ENST00000478547	ENSG00000100353	0	0	0	0	24.373788	0
ENST00000462641	ENSG00000100353	0	0	21.94347	31.703493	101.255477	21.528562
ENST00000405442	ENSG00000100353	0	182.39324	371.688921	1050.175461	820.239946	1040.29111
ENST00000426531	ENSG00000100353	0	0	0	16.390157	0	0
ENST00000458572	ENSG00000100353	0	24.937542	0	0	22.005361	33.25018
ENST00000462794	ENSG00000100353	0	0	17.058068	40.955049	36.209718	28.882613
ENST00000455547	ENSG00000100353	0	0	0	0	0	0
ENST00000457241	ENSG00000100353	0	0	0	0	45.615269	0
ENST00000432675	ENSG00000100353	0	0	0	0	0	0
ENST00000402116	ENSG00000100353	0	0	0	0	0	0
ENST00000496875	ENSG00000100353	0	0	54.994813	12.341567	17.002679	44.762806
ENST00000339367	ENSG00000188078	0	0	0	0	0	0
ENST00000433970	ENSG00000229971	0	0	0	0	0	0
ENST00000562756	ENSG00000261675	201.251412	227.445892	194.28677	0	0	0
ENST00000300105	ENSG00000166862	127.865569	98.116456	172.437944	0	0	0
ENST00000480002	ENSG00000166862	0	11.574674	0	0	0	0
ENST00000430281	ENSG00000234688	61.579617	0	75.37316	0	0	0
ENST00000340630	ENSG00000100360	0	0	0	0	0	0
ENST00000433985	ENSG00000100360	170.97472	84.120977	181.686567	50.792034	83.021123	89.535493
ENST00000495987	ENSG00000100360	0	0	0	62.873057	0	0
ENST00000474616	ENSG00000100360	0	0	0	0	0	0
ENST00000495555	ENSG00000100360	0	47.7368	0	131.804411	0	23.701103
ENST00000415653	ENSG00000100360	0	0	0	0	0	0
ENST00000471809	ENSG00000100360	45.26704	48.004229	40.472253	26.441821	33.151865	32.56091
ENST00000417951	ENSG00000100360	0	14.253952	0	0	0	0
ENST00000430701	ENSG00000100360	0	0	0	20.061938	29.189217	0
ENST00000440696	ENSG00000100360	0	0	70.707685	7.901355	0	11.248957
ENST00000465023	ENSG00000100360	80.841482	0	0	0	27.421978	22.527139
ENST00000476548	ENSG00000100360	0	0	0	0	9.223627	0
ENST00000417718	ENSG00000100362	2209.326778	2279.977361	2161.472216	267.446462	259.106796	200.0459
ENST00000216200	ENSG00000100362	0	78.121225	0	0	0	0
ENST00000406910	ENSG00000100362	0	0	0	0	0	0
ENST00000404171	ENSG00000100362	156.460845	72.654233	0	0	0	0
ENST00000467935	ENSG00000100362	0	0	0	0	0	0
ENST00000443735	ENSG00000100362	0	0	0	0	0	0
ENST00000417792	ENSG00000234979	25.056174	0	0	0	0	0
ENST00000619915	ENSG00000183822	0	0	0	0	0	0
ENST00000431290	ENSG00000183822	0	0	0	0	0	0
ENST00000447071	ENSG00000100365	0	0	11.80976	0	0	0
ENST00000248899	ENSG00000100365	0	28.980413	0	37.415179	35.773026	37.376076
ENST00000397147	ENSG00000100365	19.257682	12.760737	0	36.768171	49.117058	26.781062
ENST00000415063	ENSG00000100365	0	0	0	0	0	0
ENST00000403662	ENSG00000100368	2.009375	3.306584	7.392052	41.392044	48.082661	20.271983
ENST00000262825	ENSG00000100368	0	0	0	0	0	27.396162
ENST00000406230	ENSG00000100368	0	0	0	0	0	0
ENST00000421539	ENSG00000100368	0	0	0	0	0	0
ENST00000447905	ENSG00000232254	0	0	0	0	0	0
ENST00000400221	ENSG00000215403	0	0	0	0	0	0
ENST00000442538	ENSG00000185264	0	0	0	0	0	0
ENST00000402860	ENSG00000185264	0	0	0	0	0	0
ENST00000405091	ENSG00000185264	0	0	0	0	0	0
ENST00000381821	ENSG00000185264	0	0	0	0	0	0
ENST00000403892	ENSG00000128311	10.342413	19.436507	9.52411	10.874331	25.656249	13.723361
ENST00000249042	ENSG00000128311	0	118.650883	0	113.220488	0	234.34549
ENST00000622841	ENSG00000128311	153.857671	0	141.36214	265.486174	355.606767	0
ENST00000516603	ENSG00000252412	0	0	0	0	0	0
ENST00000438203	ENSG00000128311	0	0	0	0	0	0
ENST00000401419	ENSG00000128309	0	0	0	0	0	0
ENST00000404802	ENSG00000128309	0	0	0	0	0	0
ENST00000341116	ENSG00000128309	0	0	0	0	0	0
ENST00000429360	ENSG00000128309	158.274529	162.379008	108.17561	353.389931	307.65549	414.385215
ENST00000404393	ENSG00000128309	0	0	34.740299	0	0	0
ENST00000485587	ENSG00000128309	21.169543	6.390904	14.362317	22.308742	18.253357	20.244189
ENST00000397225	ENSG00000128309	8.478177	0	19.874954	9.476592	8.249425	0
ENST00000628507	ENSG00000128309	0	0	0	0	0	0
ENST00000610767	ENSG00000100379	69.186216	299.380344	205.160407	0	44.58998	31.988778
ENST00000402077	ENSG00000100379	30.73023	0	0	0	0	0
ENST00000403888	ENSG00000100379	22.750835	38.052043	0	0	0	0
ENST00000421900	ENSG00000100379	0	0	0	0	64.272737	0
ENST00000456470	ENSG00000100379	125.208354	34.837479	180.337842	72.018459	0	0
ENST00000483389	ENSG00000100379	0	0	0	0	0	0
ENST00000431531	ENSG00000100379	0	19.927139	0	0	0	0
ENST00000478231	ENSG00000100379	0	0	57.979447	0	0	0
ENST00000364208	ENSG00000201078	0	0	0	0	0	0
ENST00000462640	ENSG00000100379	39.252714	49.659793	46.75986	34.422574	20.237024	25.033715
ENST00000381792	ENSG00000187045	0	0	0	0	0	0
ENST00000346753	ENSG00000187045	0	0	0	0	0	0
ENST00000406725	ENSG00000187045	0	0	0	4.39394	0	2.026284
ENST00000406856	ENSG00000187045	0	0	0	0	0	0
ENST00000414203	ENSG00000231467	0	0	0	0	0	0
ENST00000429068	ENSG00000187045	0	0	0	0	0	16.901881
ENST00000442782	ENSG00000187045	0	0	0	0	4.229518	0
ENST00000423761	ENSG00000187045	0	0	0	0	0	0
ENST00000216223	ENSG00000100385	2.391859	0	0	6.572085	6.54066	4.053391
ENST00000483573	ENSG00000100385	0	0	0	0	0	0
ENST00000453962	ENSG00000100385	0	0	0	0	0	0
ENST00000429622	ENSG00000100385	0	0	0	0	0	0
ENST00000461607	ENSG00000100385	0	0	0	0	0	0
ENST00000440958	ENSG00000100385	0	0	0	0	0	16.169412
ENST00000445595	ENSG00000100385	0	0	0	0	0	0
ENST00000419128	ENSG00000235237	0	0	0	0	0	0
ENST00000397110	ENSG00000133466	0	0	0	0	0	0
ENST00000337843	ENSG00000133466	0	0	0	93.626213	93.902944	64.10486
ENST00000470655	ENSG00000133466	4.372672	6.421616	16.150131	20.083244	23.01893	27.9541
ENST00000493023	ENSG00000133466	0	0	0	6.468125	0	17.303123
ENST00000434784	ENSG00000133466	0	0	0	0	0	0
ENST00000467564	ENSG00000133466	23.361228	0	0	0	31.234721	0
ENST00000497071	ENSG00000133466	0	0	0	0	0	12.61324
ENST00000610913	ENSG00000278195	64.793968	67.124304	98.433209	14.286773	18.046329	16.267191
ENST00000617123	ENSG00000278195	0	0	7.537991	0	0	0
ENST00000436709	ENSG00000226233	0	0	0	0	0	0
ENST00000249071	ENSG00000128340	50.392136	47.300663	33.086992	346.933119	353.663141	335.364286
ENST00000406508	ENSG00000128340	0	0	0	0	0	0
ENST00000481215	ENSG00000128340	0	0	0	0	0	0
ENST00000405484	ENSG00000128340	0	0	0	0	0	0
ENST00000441619	ENSG00000128340	0	0	0	0	0	18.637735
ENST00000469532	ENSG00000128340	0	0	0	9.764229	0	23.005144
ENST00000401529	ENSG00000128340	0	0	0	0	33.502736	0
ENST00000457992	ENSG00000100055	0	0	0	0	0	0
ENST00000248901	ENSG00000100055	0	21.370768	30.89746	23.802904	0	17.547093
ENST00000402997	ENSG00000100055	0	0	0	0	0	0
ENST00000405206	ENSG00000100055	0	0	0	0	0	0
ENST00000469886	ENSG00000100055	19.73403	9.136705	10.757826	5.847079	0	0
ENST00000462927	ENSG00000100055	17.153476	18.878538	0	0	20.551378	0
ENST00000480510	ENSG00000100055	0	0	0	0	18.192288	0
ENST00000439667	ENSG00000100055	0	0	0	0	0	0
ENST00000467664	ENSG00000100055	0	0	0	0	0	0
ENST00000447919	ENSG00000100055	0	0	0	0	0	0
ENST00000446506	ENSG00000100055	39.021625	0	0	0	49.164377	0
ENST00000430883	ENSG00000243902	10.488115	12.929846	14.464206	0	0	0
ENST00000452946	ENSG00000243902	0	0	0	0	0	0
ENST00000445088	ENSG00000237862	0	4.321951	4.834847	2.415426	3.592974	0
ENST00000402918	ENSG00000166897	41.114512	139.250034	47.8291	0	0	0
ENST00000613079	ENSG00000166897	91.257267	0	80.274144	10.002825	7.084197	16.913877
ENST00000609322	ENSG00000272694	0	0	0	0	0	0
ENST00000414347	ENSG00000166897	0	0	0	0	0	0
ENST00000424973	ENSG00000166897	0	0	0	0	0	0
ENST00000435824	ENSG00000166897	0	0	0	0	0	0
ENST00000451509	ENSG00000166897	0	0	0	0	0	0
ENST00000415408	ENSG00000166897	0	0	0	0	0	0
ENST00000416983	ENSG00000100060	0	0	27.934122	0	0	0
ENST00000356998	ENSG00000100060	19.683783	20.224209	0	148.396971	94.148322	98.459735
ENST00000489515	ENSG00000100060	0	0	0	0	0	0
ENST00000454291	ENSG00000100060	0	0	0	0	0	0
ENST00000438891	ENSG00000100060	0	0	0	17.887738	0	50.48946
ENST00000436341	ENSG00000100060	0	0	0	0	0	0
ENST00000430411	ENSG00000100060	0	0	0	0	0	0
ENST00000442496	ENSG00000100060	0	0	0	0	0	0
ENST00000466943	ENSG00000100060	0	0	0	18.153011	0	0
ENST00000424765	ENSG00000100060	0	0	0	0	0	0
ENST00000488141	ENSG00000100065	0	0	0	0	0	0
ENST00000403299	ENSG00000100065	0	0	0	81.674974	0	0
ENST00000467812	ENSG00000100065	0	0	0	9.235544	20.489948	0
ENST00000406271	ENSG00000100065	0	0	0	0	0	0
ENST00000251973	ENSG00000100065	0	10.306519	11.521805	0	88.155493	88.246813
ENST00000437756	ENSG00000100065	0	0	0	6.635422	0	7.841111
ENST00000486118	ENSG00000100065	0	0	0	30.181569	0	0
ENST00000433485	ENSG00000100065	0	0	0	0	95.140523	0
ENST00000476871	ENSG00000100065	22.978971	0	0	12.528973	0	22.567258
ENST00000494166	ENSG00000100065	0	0	0	0	0	0
ENST00000428838	ENSG00000225867	28.983948	0	0	0	0	0
ENST00000249014	ENSG00000128283	281.582845	346.260787	255.707883	297.299037	237.308049	314.010742
ENST00000430687	ENSG00000128283	0	88.035931	27.526904	0	0	14.070864
ENST00000415670	ENSG00000128283	0	0	0	0	0	0
ENST00000434728	ENSG00000128283	0	0	0	0	0	0
ENST00000215886	ENSG00000100079	0	0	0	21.086405	15.345978	12.640346
ENST00000416480	ENSG00000100079	0	0	0	0	0	0
ENST00000615981	ENSG00000273866	0	0	0	0	0	0
ENST00000343632	ENSG00000100083	184.855941	95.323979	138.742836	25.125089	19.038446	30.116253
ENST00000381756	ENSG00000100083	0	0	0	0	0	0
ENST00000489772	ENSG00000100083	66.501225	106.094925	61.468642	113.300713	129.023238	117.99106
ENST00000405147	ENSG00000100083	30.757918	0	0	38.268263	19.487402	0
ENST00000429218	ENSG00000100083	0	0	0	0	0	0
ENST00000325180	ENSG00000100083	71.860854	145.518989	0	103.179168	88.832141	100.637839
ENST00000439161	ENSG00000100083	0	0	0	0	0	0
ENST00000449944	ENSG00000100083	0	0	0	0	0	0
ENST00000411501	ENSG00000100083	0	0	0	0	0	0
ENST00000453208	ENSG00000100083	0	0	0	0	0	0
ENST00000447515	ENSG00000100083	27.02676	0	0	15.635964	31.435048	0
ENST00000406772	ENSG00000100083	0	48.882625	91.496227	160.621588	137.880739	146.441716
ENST00000431745	ENSG00000100083	0	0	0	0	0	0
ENST00000484804	ENSG00000100083	0	0	0	0	0	0
ENST00000488672	ENSG00000100083	0	0	23.113706	23.633026	34.283238	56.454257
ENST00000326597	ENSG00000100083	14.488536	10.639693	26.451163	70.611037	115.288222	51.993217
ENST00000413251	ENSG00000100083	0	0	0	0	0	0
ENST00000423024	ENSG00000100083	0	0	0	40.779265	0	0
